timestamp,zone_id,time_of_day,current_count,flow_rate,average_velocity,occupancy_after_5_min
2026-01-01 20:58:00,Hall 3,20.97,536,14.16,1.36,599
2026-01-01 20:59:00,Open Arena,20.98,573,19.97,1.33,666
2026-01-01 21:00:00,Hall 2,21.0,561,19.12,1.39,641
2026-01-01 21:01:00,Hall 1,21.02,544,14.49,1.33,614
2026-01-01 21:02:00,Hall 2,21.03,495,10.93,1.34,551
2026-01-01 21:03:00,Open Arena,21.05,538,10.69,1.58,578
2026-01-01 21:04:00,Hall 3,21.07,436,-9.08,1.41,388
2026-01-01 21:05:00,Hall 3,21.08,474,3.65,1.43,479
2026-01-01 21:06:00,Open Arena,21.1,497,2.83,1.44,488
2026-01-01 21:07:00,Hall 1,21.12,492,7.04,1.37,522
2026-01-01 21:08:00,Hall 1,21.13,435,15.28,1.35,521
2026-01-01 21:09:00,Hall 1,21.15,566,-4.24,1.39,542
2026-01-01 21:10:00,Open Arena,21.17,520,1.4,1.39,528
2026-01-01 21:11:00,Hall 1,21.18,451,11.49,1.43,510
2026-01-01 21:12:00,Hall 1,21.2,386,-5.59,1.23,364
2026-01-01 21:13:00,Hall 2,21.22,481,8.14,1.54,510
2026-01-01 21:14:00,Hall 1,21.23,474,27.76,1.43,579
2026-01-01 21:15:00,Hall 1,21.25,404,16.18,1.44,508
2026-01-01 21:16:00,Hall 2,21.27,463,-12.12,1.37,384
2026-01-01 21:17:00,Open Arena,21.28,432,10.16,1.5,480
2026-01-01 21:18:00,Open Arena,21.3,446,-2.54,1.3,428
2026-01-01 21:19:00,Hall 1,21.32,423,20.54,1.25,539
2026-01-01 21:20:00,Hall 1,21.33,351,12.62,1.51,419
2026-01-01 21:21:00,Open Arena,21.35,437,8.27,1.32,494
2026-01-01 21:22:00,Hall 2,21.37,357,13.73,1.21,418
2026-01-01 21:23:00,Hall 3,21.38,505,15.69,1.21,583
2026-01-01 21:24:00,Open Arena,21.4,425,9.0,1.4,476
2026-01-01 21:25:00,Hall 1,21.42,378,17.89,1.35,448
2026-01-01 21:26:00,Hall 2,21.43,380,-0.17,1.42,370
2026-01-01 21:27:00,Hall 1,21.45,407,12.34,1.53,447
2026-01-01 21:28:00,Hall 3,21.47,441,16.24,1.42,516
2026-01-01 21:29:00,Hall 3,21.48,442,2.47,1.46,459
2026-01-01 21:30:00,Hall 2,21.5,403,-7.97,1.4,374
2026-01-01 21:31:00,Hall 3,21.52,394,4.51,1.5,418
2026-01-01 21:32:00,Hall 1,21.53,368,14.52,1.43,430
2026-01-01 21:33:00,Hall 3,21.55,344,-0.01,1.34,332
2026-01-01 21:34:00,Hall 2,21.57,411,15.41,1.39,492
2026-01-01 21:35:00,Open Arena,21.58,424,-11.01,1.24,373
2026-01-01 21:36:00,Hall 2,21.6,298,5.66,1.4,293
2026-01-01 21:37:00,Hall 2,21.62,417,-8.66,1.56,407
2026-01-01 21:38:00,Open Arena,21.63,378,8.35,1.37,443
2026-01-01 21:39:00,Hall 2,21.65,323,4.63,1.3,352
2026-01-01 21:40:00,Hall 3,21.67,296,2.42,1.31,298
2026-01-01 21:41:00,Hall 2,21.68,435,-3.79,1.44,418
2026-01-01 21:42:00,Hall 2,21.7,277,19.08,1.4,363
2026-01-01 21:43:00,Open Arena,21.72,252,3.01,1.68,270
2026-01-01 21:44:00,Open Arena,21.73,447,-8.81,1.37,419
2026-01-01 21:45:00,Hall 1,21.75,412,11.38,1.58,477
2026-01-01 21:46:00,Hall 2,21.77,296,-1.22,1.4,294
2026-01-01 21:47:00,Open Arena,21.78,272,17.85,1.33,379
2026-01-01 21:48:00,Hall 2,21.8,327,26.69,1.52,439
2026-01-01 21:49:00,Hall 2,21.82,341,-2.29,1.42,315
2026-01-01 21:50:00,Hall 3,21.83,312,16.16,1.4,381
2026-01-01 21:51:00,Open Arena,21.85,311,7.7,1.56,335
2026-01-01 21:52:00,Hall 3,21.87,349,9.12,1.21,379
2026-01-01 21:53:00,Hall 3,21.88,299,9.42,1.45,331
2026-01-01 21:54:00,Hall 3,21.9,296,8.49,1.51,346
2026-01-01 21:55:00,Hall 2,21.92,349,-7.76,1.4,316
2026-01-01 21:56:00,Hall 2,21.93,258,6.15,1.45,293
2026-01-01 21:57:00,Hall 1,21.95,328,0.66,1.33,365
2026-01-01 21:58:00,Hall 3,21.97,312,-13.75,1.43,247
2026-01-01 21:59:00,Hall 3,21.98,385,14.96,1.32,450
2026-01-01 22:00:00,Hall 2,22.0,320,-7.51,1.48,286
2026-01-01 22:01:00,Hall 2,22.02,308,1.5,1.57,334
2026-01-01 22:02:00,Open Arena,22.03,433,-9.62,1.46,387
2026-01-01 22:03:00,Open Arena,22.05,352,5.12,1.24,380
2026-01-01 22:04:00,Open Arena,22.07,287,14.21,1.57,333
2026-01-01 22:05:00,Open Arena,22.08,259,15.26,1.37,326
2026-01-01 22:06:00,Hall 2,22.1,346,-1.45,1.39,359
2026-01-01 22:07:00,Open Arena,22.12,218,18.44,1.49,309
2026-01-01 22:08:00,Hall 2,22.13,250,18.27,1.47,338
2026-01-01 22:09:00,Hall 3,22.15,265,0.26,1.57,271
2026-01-01 22:10:00,Open Arena,22.17,227,-0.1,1.47,225
2026-01-01 22:11:00,Hall 2,22.18,358,10.68,1.31,439
2026-01-01 22:12:00,Hall 2,22.2,292,8.91,1.52,370
2026-01-01 22:13:00,Hall 1,22.22,325,3.55,1.5,332
2026-01-01 22:14:00,Hall 3,22.23,280,14.82,1.44,356
2026-01-01 22:15:00,Hall 1,22.25,323,9.47,1.48,349
2026-01-01 22:16:00,Hall 3,22.27,204,-7.13,1.47,170
2026-01-01 22:17:00,Hall 2,22.28,299,9.91,1.43,362
2026-01-01 22:18:00,Open Arena,22.3,224,10.74,1.43,259
2026-01-01 22:19:00,Hall 2,22.32,206,4.95,1.48,223
2026-01-01 22:20:00,Open Arena,22.33,210,9.31,1.49,244
2026-01-01 22:21:00,Open Arena,22.35,264,-2.13,1.32,274
2026-01-01 22:22:00,Hall 2,22.37,282,1.77,1.31,273
2026-01-01 22:23:00,Hall 2,22.38,247,1.71,1.34,267
2026-01-01 22:24:00,Hall 3,22.4,243,-2.93,1.24,240
2026-01-01 22:25:00,Open Arena,22.42,256,21.66,1.41,373
2026-01-01 22:26:00,Hall 2,22.43,359,3.16,1.27,364
2026-01-01 22:27:00,Hall 1,22.45,307,19.61,1.35,408
2026-01-01 22:28:00,Open Arena,22.47,252,-7.5,1.35,218
2026-01-01 22:29:00,Hall 2,22.48,252,3.24,1.5,243
2026-01-01 22:30:00,Hall 3,22.5,235,9.78,1.48,318
2026-01-01 22:31:00,Open Arena,22.52,272,3.12,1.35,265
2026-01-01 22:32:00,Open Arena,22.53,264,3.91,1.55,273
2026-01-01 22:33:00,Hall 2,22.55,249,0.65,1.37,270
2026-01-01 22:34:00,Hall 1,22.57,141,-20.15,1.36,26
2026-01-01 22:35:00,Hall 3,22.58,243,14.1,1.41,313
2026-01-01 22:36:00,Hall 3,22.6,261,-8.17,1.51,222
2026-01-01 22:37:00,Hall 2,22.62,234,1.12,1.44,229
2026-01-01 22:38:00,Hall 1,22.63,247,-12.19,1.52,186
2026-01-01 22:39:00,Hall 3,22.65,276,1.15,1.58,308
2026-01-01 22:40:00,Open Arena,22.67,246,-7.75,1.43,216
2026-01-01 22:41:00,Hall 2,22.68,193,16.37,1.35,284
2026-01-01 22:42:00,Open Arena,22.7,320,16.77,1.29,400
2026-01-01 22:43:00,Hall 2,22.72,202,8.97,1.68,267
2026-01-01 22:44:00,Hall 2,22.73,242,0.04,1.43,247
2026-01-01 22:45:00,Hall 1,22.75,194,-9.73,1.29,139
2026-01-01 22:46:00,Hall 1,22.77,192,-12.23,1.46,119
2026-01-01 22:47:00,Hall 2,22.78,182,8.53,1.45,195
2026-01-01 22:48:00,Hall 1,22.8,277,19.73,1.32,368
2026-01-01 22:49:00,Hall 1,22.82,245,17.85,1.43,356
2026-01-01 22:50:00,Hall 3,22.83,183,12.8,1.26,212
2026-01-01 22:51:00,Open Arena,22.85,300,24.94,1.38,439
2026-01-01 22:52:00,Open Arena,22.87,250,11.67,1.36,288
2026-01-01 22:53:00,Hall 2,22.88,239,0.62,1.42,259
2026-01-01 22:54:00,Hall 2,22.9,73,2.16,1.35,84
2026-01-01 22:55:00,Open Arena,22.92,229,14.83,1.44,260
2026-01-01 22:56:00,Hall 3,22.93,212,10.11,1.58,269
2026-01-01 22:57:00,Hall 1,22.95,114,9.58,1.5,148
2026-01-01 22:58:00,Hall 2,22.97,213,0.53,1.46,209
2026-01-01 22:59:00,Open Arena,22.98,115,2.37,1.41,139
2026-01-01 23:00:00,Hall 3,23.0,199,18.8,1.44,293
2026-01-01 23:01:00,Open Arena,23.02,132,9.6,1.61,187
2026-01-01 23:02:00,Hall 1,23.03,181,4.41,1.64,191
2026-01-01 23:03:00,Open Arena,23.05,278,7.5,1.24,331
2026-01-01 23:04:00,Hall 1,23.07,221,8.51,1.41,238
2026-01-01 23:05:00,Open Arena,23.08,287,16.38,1.2,372
2026-01-01 23:06:00,Open Arena,23.1,192,26.31,1.55,333
2026-01-01 23:07:00,Hall 2,23.12,246,-4.4,1.35,242
2026-01-01 23:08:00,Hall 1,23.13,224,15.83,1.4,300
2026-01-01 23:09:00,Hall 2,23.15,92,11.09,1.48,143
2026-01-01 23:10:00,Open Arena,23.17,212,12.89,1.54,263
2026-01-01 23:11:00,Hall 3,23.18,187,0.19,1.27,179
2026-01-01 23:12:00,Hall 3,23.2,236,-8.44,1.57,201
2026-01-01 23:13:00,Open Arena,23.22,324,9.3,1.29,351
2026-01-01 23:14:00,Hall 2,23.23,152,15.84,1.57,229
2026-01-01 23:15:00,Hall 1,23.25,185,-3.24,1.44,176
2026-01-01 23:16:00,Hall 2,23.27,153,3.68,1.53,182
2026-01-01 23:17:00,Hall 2,23.28,147,6.99,1.34,189
2026-01-01 23:18:00,Open Arena,23.3,170,7.34,1.5,192
2026-01-01 23:19:00,Open Arena,23.32,246,-2.93,1.57,223
2026-01-01 23:20:00,Hall 1,23.33,174,11.25,1.31,239
2026-01-01 23:21:00,Hall 3,23.35,225,1.52,1.57,228
2026-01-01 23:22:00,Hall 3,23.37,197,17.51,1.58,279
2026-01-01 23:23:00,Hall 3,23.38,234,12.05,1.47,298
2026-01-01 23:24:00,Hall 3,23.4,205,-4.99,1.65,214
2026-01-01 23:25:00,Hall 2,23.42,227,8.53,1.51,264
2026-01-01 23:26:00,Hall 2,23.43,105,11.31,1.56,181
2026-01-01 23:27:00,Hall 2,23.45,169,-3.85,1.5,154
2026-01-01 23:28:00,Hall 2,23.47,310,0.62,1.48,321
2026-01-01 23:29:00,Open Arena,23.48,286,-4.19,1.43,284
2026-01-01 23:30:00,Hall 2,23.5,214,7.37,1.49,248
2026-01-01 23:31:00,Hall 2,23.52,219,-5.52,1.58,166
2026-01-01 23:32:00,Hall 2,23.53,232,-8.79,1.65,189
2026-01-01 23:33:00,Hall 1,23.55,243,12.9,1.4,315
2026-01-01 23:34:00,Hall 3,23.57,223,7.11,1.34,277
2026-01-01 23:35:00,Hall 2,23.58,320,2.46,1.52,346
2026-01-01 23:36:00,Hall 2,23.6,217,7.58,1.36,260
2026-01-01 23:37:00,Hall 3,23.62,238,-21.09,1.4,130
2026-01-01 23:38:00,Hall 3,23.63,149,-7.11,1.34,114
2026-01-01 23:39:00,Open Arena,23.65,184,-5.86,1.23,164
2026-01-01 23:40:00,Hall 1,23.67,245,2.94,1.41,247
2026-01-01 23:41:00,Hall 3,23.68,250,23.18,1.48,361
2026-01-01 23:42:00,Hall 3,23.7,204,-8.78,1.44,157
2026-01-01 23:43:00,Hall 2,23.72,236,7.38,1.58,302
2026-01-01 23:44:00,Hall 2,23.73,215,4.86,1.43,263
2026-01-01 23:45:00,Hall 2,23.75,174,8.6,1.4,242
2026-01-01 23:46:00,Open Arena,23.77,95,3.62,1.47,100
2026-01-01 23:47:00,Hall 3,23.78,240,3.7,1.36,263
2026-01-01 23:48:00,Open Arena,23.8,192,1.29,1.66,195
2026-01-01 23:49:00,Hall 3,23.82,188,15.22,1.51,254
2026-01-01 23:50:00,Hall 1,23.83,158,7.42,1.29,182
2026-01-01 23:51:00,Open Arena,23.85,244,4.33,1.55,267
2026-01-01 23:52:00,Hall 3,23.87,226,-6.29,1.3,192
2026-01-01 23:53:00,Open Arena,23.88,200,14.2,1.41,265
2026-01-01 23:54:00,Hall 3,23.9,332,-3.18,1.55,299
2026-01-01 23:55:00,Open Arena,23.92,190,-12.0,1.6,139
2026-01-01 23:56:00,Hall 2,23.93,217,-8.63,1.39,184
2026-01-01 23:57:00,Open Arena,23.95,126,4.45,1.32,159
2026-01-01 23:58:00,Hall 2,23.97,170,9.89,1.38,202
2026-01-01 23:59:00,Hall 1,23.98,133,16.61,1.61,207
2026-01-02 00:00:00,Hall 1,0.0,234,-19.31,1.3,122
2026-01-02 00:01:00,Hall 2,0.02,206,25.47,1.4,333
2026-01-02 00:02:00,Hall 2,0.03,157,-9.73,1.43,89
2026-01-02 00:03:00,Hall 1,0.05,140,8.21,1.47,167
2026-01-02 00:04:00,Open Arena,0.07,272,28.15,1.46,431
2026-01-02 00:05:00,Hall 2,0.08,1839,-50.0,1.04,1604
2026-01-02 00:06:00,Hall 1,0.1,165,28.84,1.47,307
2026-01-02 00:07:00,Hall 1,0.12,196,-3.43,1.34,170
2026-01-02 00:08:00,Hall 3,0.13,189,-4.39,1.56,167
2026-01-02 00:09:00,Hall 2,0.15,131,5.05,1.43,140
2026-01-02 00:10:00,Hall 3,0.17,141,-1.13,1.38,108
2026-01-02 00:11:00,Hall 2,0.18,217,5.2,1.55,231
2026-01-02 00:12:00,Hall 1,0.2,286,-14.79,1.28,201
2026-01-02 00:13:00,Open Arena,0.22,193,9.45,1.45,233
2026-01-02 00:14:00,Open Arena,0.23,162,7.31,1.45,186
2026-01-02 00:15:00,Hall 1,0.25,196,20.18,1.73,318
2026-01-02 00:16:00,Hall 2,0.27,238,22.95,1.34,342
2026-01-02 00:17:00,Open Arena,0.28,273,4.9,1.56,321
2026-01-02 00:18:00,Hall 3,0.3,211,14.76,1.34,271
2026-01-02 00:19:00,Open Arena,0.32,179,0.01,1.39,186
2026-01-02 00:20:00,Hall 1,0.33,166,15.61,1.38,241
2026-01-02 00:21:00,Hall 2,0.35,214,-15.94,1.44,122
2026-01-02 00:22:00,Open Arena,0.37,206,19.62,1.4,301
2026-01-02 00:23:00,Hall 1,0.38,112,8.58,1.55,183
2026-01-02 00:24:00,Hall 2,0.4,198,1.95,1.32,215
2026-01-02 00:25:00,Hall 2,0.42,101,-30.25,1.52,0
2026-01-02 00:26:00,Hall 2,0.43,165,-6.04,1.4,120
2026-01-02 00:27:00,Hall 2,0.45,158,-10.65,1.41,107
2026-01-02 00:28:00,Open Arena,0.47,285,3.21,1.38,307
2026-01-02 00:29:00,Open Arena,0.48,166,25.06,1.48,280
2026-01-02 00:30:00,Hall 2,0.5,136,2.13,1.62,157
2026-01-02 00:31:00,Hall 3,0.52,227,6.59,1.44,275
2026-01-02 00:32:00,Hall 2,0.53,214,15.81,1.52,301
2026-01-02 00:33:00,Hall 2,0.55,165,20.33,1.48,267
2026-01-02 00:34:00,Hall 3,0.57,235,24.7,1.32,366
2026-01-02 00:35:00,Open Arena,0.58,97,9.39,1.59,165
2026-01-02 00:36:00,Open Arena,0.6,239,-7.72,1.31,215
2026-01-02 00:37:00,Open Arena,0.62,276,-8.45,1.48,221
2026-01-02 00:38:00,Hall 2,0.63,233,15.59,1.59,319
2026-01-02 00:39:00,Hall 1,0.65,206,23.05,1.53,334
2026-01-02 00:40:00,Open Arena,0.67,240,4.49,1.4,277
2026-01-02 00:41:00,Hall 1,0.68,278,7.01,1.4,321
2026-01-02 00:42:00,Hall 1,0.7,153,17.74,1.51,245
2026-01-02 00:43:00,Hall 3,0.72,127,6.67,1.4,179
2026-01-02 00:44:00,Hall 1,0.73,205,-2.37,1.41,215
2026-01-02 00:45:00,Open Arena,0.75,125,19.21,1.47,209
2026-01-02 00:46:00,Hall 2,0.77,202,7.28,1.34,219
2026-01-02 00:47:00,Hall 1,0.78,125,31.67,1.32,280
2026-01-02 00:48:00,Hall 1,0.8,191,9.64,1.44,254
2026-01-02 00:49:00,Hall 2,0.82,96,9.38,1.44,132
2026-01-02 00:50:00,Hall 1,0.83,138,4.33,1.38,173
2026-01-02 00:51:00,Hall 1,0.85,271,-4.03,1.56,267
2026-01-02 00:52:00,Hall 2,0.87,974,-50.0,1.33,720
2026-01-02 00:53:00,Open Arena,0.88,253,5.33,1.5,258
2026-01-02 00:54:00,Hall 2,0.9,143,19.94,1.25,271
2026-01-02 00:55:00,Open Arena,0.92,118,19.14,1.52,222
2026-01-02 00:56:00,Hall 2,0.93,186,23.23,1.42,319
2026-01-02 00:57:00,Hall 1,0.95,236,9.09,1.34,298
2026-01-02 00:58:00,Hall 2,0.97,213,19.71,1.41,339
2026-01-02 00:59:00,Open Arena,0.98,94,1.78,1.61,108
2026-01-02 01:00:00,Hall 3,1.0,171,8.81,1.45,183
2026-01-02 01:01:00,Hall 2,1.02,164,13.34,1.32,243
2026-01-02 01:02:00,Hall 1,1.03,298,6.81,1.52,326
2026-01-02 01:03:00,Hall 1,1.05,169,-9.05,1.38,120
2026-01-02 01:04:00,Hall 3,1.07,165,9.54,1.4,203
2026-01-02 01:05:00,Hall 2,1.08,226,-2.71,1.48,199
2026-01-02 01:06:00,Hall 3,1.1,157,25.01,1.69,297
2026-01-02 01:07:00,Hall 2,1.12,202,1.96,1.47,232
2026-01-02 01:08:00,Hall 2,1.13,208,-6.7,1.31,168
2026-01-02 01:09:00,Open Arena,1.15,270,17.02,1.41,325
2026-01-02 01:10:00,Hall 3,1.17,202,1.62,1.28,216
2026-01-02 01:11:00,Open Arena,1.18,195,-6.03,1.3,145
2026-01-02 01:12:00,Hall 3,1.2,181,-11.58,1.59,105
2026-01-02 01:13:00,Open Arena,1.22,208,4.23,1.24,239
2026-01-02 01:14:00,Hall 2,1.23,236,-1.5,1.64,231
2026-01-02 01:15:00,Hall 2,1.25,261,-5.11,1.53,259
2026-01-02 01:16:00,Hall 1,1.27,210,-7.32,1.51,134
2026-01-02 01:17:00,Open Arena,1.28,123,-11.47,1.47,49
2026-01-02 01:18:00,Open Arena,1.3,147,0.4,1.62,149
2026-01-02 01:19:00,Hall 3,1.32,194,7.63,1.42,246
2026-01-02 01:20:00,Hall 3,1.33,108,2.8,1.51,105
2026-01-02 01:21:00,Hall 2,1.35,88,17.7,1.43,158
2026-01-02 01:22:00,Hall 2,1.37,219,11.13,1.44,272
2026-01-02 01:23:00,Hall 1,1.38,297,16.9,1.44,366
2026-01-02 01:24:00,Hall 3,1.4,206,14.14,1.6,279
2026-01-02 01:25:00,Hall 3,1.42,157,19.56,1.32,297
2026-01-02 01:26:00,Open Arena,1.43,180,13.78,1.43,245
2026-01-02 01:27:00,Hall 2,1.45,268,-3.46,1.45,236
2026-01-02 01:28:00,Hall 1,1.47,336,10.21,1.29,410
2026-01-02 01:29:00,Hall 3,1.48,219,18.76,1.46,303
2026-01-02 01:30:00,Open Arena,1.5,288,0.96,1.62,300
2026-01-02 01:31:00,Hall 2,1.52,212,10.51,1.36,274
2026-01-02 01:32:00,Hall 2,1.53,184,3.33,1.34,175
2026-01-02 01:33:00,Open Arena,1.55,129,2.6,1.45,164
2026-01-02 01:34:00,Hall 2,1.57,228,4.48,1.51,258
2026-01-02 01:35:00,Hall 2,1.58,172,-13.24,1.52,106
2026-01-02 01:36:00,Hall 2,1.6,276,-6.13,1.35,256
2026-01-02 01:37:00,Hall 2,1.62,720,-50.0,1.35,441
2026-01-02 01:38:00,Hall 1,1.63,172,2.84,1.68,172
2026-01-02 01:39:00,Open Arena,1.65,722,120.0,1.27,1314
2026-01-02 01:40:00,Hall 2,1.67,138,1.88,1.32,130
2026-01-02 01:41:00,Hall 3,1.68,170,22.61,1.65,297
2026-01-02 01:42:00,Hall 1,1.7,162,24.44,1.41,297
2026-01-02 01:43:00,Hall 3,1.72,240,-9.23,1.52,171
2026-01-02 01:44:00,Hall 2,1.73,220,17.64,1.64,310
2026-01-02 01:45:00,Hall 2,1.75,137,3.07,1.58,140
2026-01-02 01:46:00,Hall 2,1.77,235,-6.36,1.3,191
2026-01-02 01:47:00,Hall 3,1.78,228,6.46,1.4,252
2026-01-02 01:48:00,Open Arena,1.8,219,6.7,1.31,258
2026-01-02 01:49:00,Hall 1,1.82,189,3.76,1.42,176
2026-01-02 01:50:00,Hall 1,1.83,161,-0.5,1.44,158
2026-01-02 01:51:00,Hall 1,1.85,170,14.96,1.52,243
2026-01-02 01:52:00,Open Arena,1.87,312,-1.56,1.52,308
2026-01-02 01:53:00,Hall 3,1.88,145,-7.31,1.52,155
2026-01-02 01:54:00,Hall 3,1.9,267,7.29,1.36,281
2026-01-02 01:55:00,Open Arena,1.92,180,-2.69,1.77,190
2026-01-02 01:56:00,Hall 1,1.93,140,-3.06,1.48,118
2026-01-02 01:57:00,Hall 1,1.95,159,11.31,1.54,221
2026-01-02 01:58:00,Hall 3,1.97,219,-15.23,1.55,167
2026-01-02 01:59:00,Hall 3,1.98,192,0.86,1.6,173
2026-01-02 02:00:00,Hall 3,2.0,230,16.2,1.35,322
2026-01-02 02:01:00,Hall 3,2.02,229,0.59,1.35,226
2026-01-02 02:02:00,Hall 2,2.03,247,-4.78,1.62,242
2026-01-02 02:03:00,Hall 3,2.05,64,5.75,1.58,95
2026-01-02 02:04:00,Hall 2,2.07,172,23.55,1.48,301
2026-01-02 02:05:00,Open Arena,2.08,129,-3.33,1.29,93
2026-01-02 02:06:00,Hall 1,2.1,265,10.47,1.32,332
2026-01-02 02:07:00,Open Arena,2.12,224,-3.71,1.55,220
2026-01-02 02:08:00,Open Arena,2.13,284,18.26,1.27,359
2026-01-02 02:09:00,Hall 3,2.15,129,10.55,1.4,189
2026-01-02 02:10:00,Hall 2,2.17,255,-12.83,1.52,194
2026-01-02 02:11:00,Hall 1,2.18,191,19.92,1.45,295
2026-01-02 02:12:00,Hall 3,2.2,176,6.37,1.28,213
2026-01-02 02:13:00,Hall 2,2.22,209,1.48,1.65,203
2026-01-02 02:14:00,Hall 1,2.23,220,-2.94,1.53,211
2026-01-02 02:15:00,Open Arena,2.25,196,-13.59,1.51,112
2026-01-02 02:16:00,Hall 3,2.27,170,0.91,1.52,171
2026-01-02 02:17:00,Hall 1,2.28,242,19.78,1.48,342
2026-01-02 02:18:00,Hall 2,2.3,148,-6.11,1.7,120
2026-01-02 02:19:00,Hall 2,2.32,196,19.19,1.34,299
2026-01-02 02:20:00,Hall 2,2.33,208,16.44,1.44,301
2026-01-02 02:21:00,Hall 1,2.35,128,9.68,1.46,184
2026-01-02 02:22:00,Hall 1,2.37,214,-14.73,1.48,166
2026-01-02 02:23:00,Hall 1,2.38,268,9.8,1.41,351
2026-01-02 02:24:00,Hall 3,2.4,216,2.08,1.48,214
2026-01-02 02:25:00,Hall 1,2.42,250,6.65,1.34,302
2026-01-02 02:26:00,Hall 2,2.43,232,-18.28,1.51,130
2026-01-02 02:27:00,Hall 2,2.45,264,16.91,1.38,342
2026-01-02 02:28:00,Hall 3,2.47,119,21.4,1.51,232
2026-01-02 02:29:00,Hall 1,2.48,214,-1.08,1.33,204
2026-01-02 02:30:00,Hall 3,2.5,236,2.33,1.43,246
2026-01-02 02:31:00,Hall 3,2.52,205,9.9,1.43,240
2026-01-02 02:32:00,Open Arena,2.53,192,13.06,1.35,249
2026-01-02 02:33:00,Hall 1,2.55,205,-1.47,1.44,181
2026-01-02 02:34:00,Hall 3,2.57,260,6.73,1.46,281
2026-01-02 02:35:00,Hall 3,2.58,133,19.25,1.51,230
2026-01-02 02:36:00,Hall 2,2.6,211,-0.63,1.4,214
2026-01-02 02:37:00,Hall 2,2.62,181,23.92,1.51,301
2026-01-02 02:38:00,Hall 2,2.63,195,4.68,1.39,237
2026-01-02 02:39:00,Hall 3,2.65,238,9.51,1.48,279
2026-01-02 02:40:00,Open Arena,2.67,269,-2.22,1.52,261
2026-01-02 02:41:00,Hall 2,2.68,274,9.08,1.49,337
2026-01-02 02:42:00,Hall 3,2.7,192,9.39,1.58,218
2026-01-02 02:43:00,Hall 3,2.72,127,1.16,1.57,124
2026-01-02 02:44:00,Open Arena,2.73,157,-15.13,1.43,104
2026-01-02 02:45:00,Hall 2,2.75,238,-2.32,1.23,234
2026-01-02 02:46:00,Hall 1,2.77,145,12.9,1.34,229
2026-01-02 02:47:00,Hall 1,2.78,264,-1.38,1.24,281
2026-01-02 02:48:00,Hall 1,2.8,196,5.4,1.42,210
2026-01-02 02:49:00,Hall 1,2.82,212,14.41,1.34,295
2026-01-02 02:50:00,Hall 2,2.83,270,18.1,1.43,327
2026-01-02 02:51:00,Hall 1,2.85,197,-2.01,1.48,170
2026-01-02 02:52:00,Hall 1,2.87,188,12.69,1.48,246
2026-01-02 02:53:00,Hall 2,2.88,152,17.62,1.49,242
2026-01-02 02:54:00,Hall 3,2.9,170,7.19,1.56,190
2026-01-02 02:55:00,Hall 3,2.92,199,16.09,1.4,248
2026-01-02 02:56:00,Hall 3,2.93,131,20.89,1.38,247
2026-01-02 02:57:00,Hall 3,2.95,139,-2.81,1.47,155
2026-01-02 02:58:00,Hall 3,2.97,191,3.35,1.55,219
2026-01-02 02:59:00,Hall 3,2.98,277,-10.73,1.62,235
2026-01-02 03:00:00,Hall 3,3.0,197,0.87,1.4,191
2026-01-02 03:01:00,Hall 2,3.02,187,12.93,1.6,256
2026-01-02 03:02:00,Open Arena,3.03,191,6.64,1.49,233
2026-01-02 03:03:00,Hall 3,3.05,106,-10.1,1.62,24
2026-01-02 03:04:00,Hall 3,3.07,198,19.2,1.46,318
2026-01-02 03:05:00,Hall 3,3.08,181,0.31,1.5,172
2026-01-02 03:06:00,Hall 2,3.1,198,14.84,1.44,251
2026-01-02 03:07:00,Hall 3,3.12,233,-2.65,1.49,215
2026-01-02 03:08:00,Open Arena,3.13,192,18.3,1.48,288
2026-01-02 03:09:00,Hall 2,3.15,225,19.81,1.56,306
2026-01-02 03:10:00,Hall 3,3.17,174,10.71,1.4,247
2026-01-02 03:11:00,Open Arena,3.18,223,-12.62,1.38,158
2026-01-02 03:12:00,Hall 3,3.2,276,4.38,1.49,324
2026-01-02 03:13:00,Open Arena,3.22,272,-1.83,1.51,265
2026-01-02 03:14:00,Open Arena,3.23,169,12.81,1.41,248
2026-01-02 03:15:00,Hall 3,3.25,189,-12.54,1.48,125
2026-01-02 03:16:00,Hall 3,3.27,151,-7.33,1.52,110
2026-01-02 03:17:00,Hall 1,3.28,241,-0.1,1.31,244
2026-01-02 03:18:00,Hall 1,3.3,149,22.89,1.52,256
2026-01-02 03:19:00,Hall 2,3.32,272,7.64,1.48,307
2026-01-02 03:20:00,Open Arena,3.33,218,12.04,1.35,279
2026-01-02 03:21:00,Hall 3,3.35,136,7.98,1.51,199
2026-01-02 03:22:00,Hall 1,3.37,199,9.87,1.53,265
2026-01-02 03:23:00,Hall 3,3.38,221,3.5,1.56,231
2026-01-02 03:24:00,Hall 1,3.4,161,-5.9,1.38,114
2026-01-02 03:25:00,Hall 3,3.42,132,15.1,1.46,234
2026-01-02 03:26:00,Open Arena,3.43,142,0.43,1.41,143
2026-01-02 03:27:00,Hall 3,3.45,321,1.58,1.42,327
2026-01-02 03:28:00,Hall 1,3.47,1888,-50.0,1.12,1610
2026-01-02 03:29:00,Hall 2,3.48,243,3.17,1.36,263
2026-01-02 03:30:00,Hall 2,3.5,212,7.75,1.44,256
2026-01-02 03:31:00,Hall 2,3.52,160,24.77,1.36,301
2026-01-02 03:32:00,Hall 3,3.53,168,20.89,1.52,293
